,rotation,max_val,rotation_reverse,max_val_reverse,translation,x,y,z,score,reversed_diff,reversed_best,file_name,channel,roll,pitch,yaw,channel_reverse,roll_reverse,pitch_reverse,yaw_reverse
27,"pitch/theta/X: 36.51, yaw/phi/Y: 85.05, roll/Z: 240.00",128.029045377401,"pitch/theta/X: 36.51, yaw/phi/Y: 85.05, roll/Z: 240.00",128.7019492902822,"x: -0.15, y: 0.64, z: 22.32",-0.15357384091364454,0.6430904588258866,22.321779202564617,0.0385405967306221,0.6729039128811962,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15553325.png,rg,240,36.506,85.05,rg,240,36.506,85.05
0,"pitch/theta/X: 327.54, yaw/phi/Y: -85.05, roll/Z: 241.00",133.46828808605596,"pitch/theta/X: 327.54, yaw/phi/Y: -85.05, roll/Z: 241.00",132.26207334993933,"x: -0.09, y: 0.64, z: 21.51",-0.09249628578187838,0.6382243718949608,21.510764135320557,0.008565877334438254,-1.2062147361166353,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rb,241,327.539,-85.05,rb,241,327.539,-85.05
1,"pitch/theta/X: 327.54, yaw/phi/Y: -85.05, roll/Z: 241.00",133.18668050039992,"pitch/theta/X: 327.54, yaw/phi/Y: -85.05, roll/Z: 241.00",132.00101091037945,"x: -0.09, y: 0.64, z: 21.43",-0.09215481123652097,0.6358681975319946,21.431351450353716,0.008867850610316114,-1.185669590020467,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rg,241,327.539,-85.05,rg,241,327.539,-85.05
2,"pitch/theta/X: 275.02, yaw/phi/Y: -87.75, roll/Z: 294.00",132.06656968764605,"pitch/theta/X: 275.02, yaw/phi/Y: -87.75, roll/Z: 294.00",131.03023141362664,"x: -0.09, y: 0.64, z: 21.43",-0.0921338751650297,0.635723738638705,21.42648259651854,0.009082569174628158,-1.036338274019414,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rb,294,275.016,-87.75,rb,294,275.016,-87.75
3,"pitch/theta/X: 275.02, yaw/phi/Y: -87.75, roll/Z: 294.00",132.11455278665764,"pitch/theta/X: 275.02, yaw/phi/Y: -87.75, roll/Z: 294.00",131.11290144127432,"x: -0.09, y: 0.64, z: 21.43",-0.092147591901524,0.6358183841205155,21.42967253523814,0.00919743237730819,-1.0016513453833227,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rg,294,275.016,-87.75,rg,294,275.016,-87.75
4,"pitch/theta/X: 0.00, yaw/phi/Y: -89.55, roll/Z: 204.00",139.25112126764168,"pitch/theta/X: 0.00, yaw/phi/Y: -89.55, roll/Z: 204.00",138.3965730848298,"x: -0.09, y: 0.64, z: 21.44",-0.09220245884750106,0.6361969660477573,21.44243229011653,0.010253439830583577,-0.8545481828118682,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rg,204,0.0,-89.55,rg,204,0.0,-89.55
5,"pitch/theta/X: 0.00, yaw/phi/Y: -89.55, roll/Z: 204.00",139.1735393213562,"pitch/theta/X: 0.00, yaw/phi/Y: -89.55, roll/Z: 204.00",138.35419883254593,"x: -0.09, y: 0.64, z: 21.44",-0.09219162984500559,0.6361222459305386,21.439913917443164,0.010413008500979787,-0.8193404888102691,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rb,204,0.0,-89.55,rb,204,0.0,-89.55
6,"pitch/theta/X: 138.63, yaw/phi/Y: 40.95, roll/Z: 154.00",114.00238534035495,"pitch/theta/X: 138.63, yaw/phi/Y: 40.95, roll/Z: 154.00",113.63568641378926,"x: -0.09, y: 0.61, z: 20.53",-0.08829968634813067,0.6092678358021015,20.53481077863504,0.010786959949175001,-0.3666989265656895,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rb,154,138.626,40.95,rb,154,138.626,40.95
7,"pitch/theta/X: 242.55, yaw/phi/Y: -83.25, roll/Z: 326.00",129.83111081021516,"pitch/theta/X: 242.55, yaw/phi/Y: -83.25, roll/Z: 326.00",128.79170065437395,"x: -0.09, y: 0.63, z: 21.36",-0.09185520883414608,0.6338009409556079,21.36167647305723,0.01134629835500292,-1.0394101558412103,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rb,326,242.554,-83.25,rb,326,242.554,-83.25
8,"pitch/theta/X: 242.55, yaw/phi/Y: -83.25, roll/Z: 327.00",131.72808264951564,"pitch/theta/X: 242.55, yaw/phi/Y: -83.25, roll/Z: 327.00",130.77173244840031,"x: -0.09, y: 0.64, z: 21.50",-0.09243058983340581,0.6377710698505001,21.495486007768797,0.013094843003128853,-0.9563502011153275,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rg,327,242.554,-83.25,rg,327,242.554,-83.25
9,"pitch/theta/X: 52.52, yaw/phi/Y: -86.85, roll/Z: 157.00",136.07937165653124,"pitch/theta/X: 52.52, yaw/phi/Y: -86.85, roll/Z: 157.00",134.73751057645543,"x: -0.09, y: 0.64, z: 21.56",-0.09272008516678494,0.639768587650816,21.562810503903478,0.01383816371822097,-1.3418610800758017,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rg,157,52.523,-86.85,rg,157,52.523,-86.85
10,"pitch/theta/X: 52.52, yaw/phi/Y: -86.85, roll/Z: 157.00",135.5577562535411,"pitch/theta/X: 52.52, yaw/phi/Y: -86.85, roll/Z: 157.00",134.12615917705776,"x: -0.09, y: 0.64, z: 21.55",-0.09267099368880544,0.6394298564527575,21.551393881117548,0.013842989735565275,-1.4315970764833423,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rb,157,52.523,-86.85,rb,157,52.523,-86.85
11,"pitch/theta/X: 137.51, yaw/phi/Y: -88.65, roll/Z: 70.00",134.25405956234235,"pitch/theta/X: 137.51, yaw/phi/Y: -88.65, roll/Z: 70.00",132.98471549605466,"x: -0.09, y: 0.64, z: 21.59",-0.09284642352923218,0.640640322351702,21.59219151842609,0.014259327039856912,-1.2693440662876867,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rg,70,137.508,-88.65,rg,70,137.508,-88.65
12,"pitch/theta/X: 137.51, yaw/phi/Y: -88.65, roll/Z: 70.00",134.36173321018828,"pitch/theta/X: 137.51, yaw/phi/Y: -88.65, roll/Z: 70.00",133.09869024813392,"x: -0.09, y: 0.64, z: 21.58",-0.09278650304875721,0.6402268710364247,21.578256522966797,0.014668858722717726,-1.2630429620543566,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rb,70,137.508,-88.65,rb,70,137.508,-88.65
13,"pitch/theta/X: 89.03, yaw/phi/Y: 87.75, roll/Z: 287.00",131.85573356821644,"pitch/theta/X: 89.03, yaw/phi/Y: 87.75, roll/Z: 287.00",132.361354962672,"x: -0.09, y: 0.65, z: 22.02",-0.09467508108396865,0.6532580594793836,22.017460717202013,0.016604360187623707,0.5056213944555736,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rb,287,89.03,87.75,rb,287,89.03,87.75
14,"pitch/theta/X: 190.03, yaw/phi/Y: -85.95, roll/Z: 18.00",131.9199214032537,"pitch/theta/X: 190.03, yaw/phi/Y: -85.95, roll/Z: 18.00",130.7586696444669,"x: -0.09, y: 0.64, z: 21.58",-0.09278217144775902,0.6401969829895372,21.57724917389745,0.016906536072057388,-1.1612517587868183,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rg,18,190.031,-85.95,rg,18,190.031,-85.95
15,"pitch/theta/X: 89.03, yaw/phi/Y: 87.75, roll/Z: 287.00",131.7977802675954,"pitch/theta/X: 89.03, yaw/phi/Y: 87.75, roll/Z: 287.00",132.28263305905767,"x: -0.09, y: 0.65, z: 22.04",-0.09476099117043277,0.6538508390759861,22.03743980707739,0.017692957745837373,0.48485279146225935,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rg,287,89.03,87.75,rg,287,89.03,87.75
16,"pitch/theta/X: 4.04, yaw/phi/Y: 89.55, roll/Z: 201.00",127.84140786792767,"pitch/theta/X: 4.04, yaw/phi/Y: 89.55, roll/Z: 201.00",128.70126940335572,"x: -0.09, y: 0.65, z: 21.83",-0.09385424269481138,0.6475942745941985,21.82656806856079,0.019039122406809272,0.8598615354280525,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rb,201,4.045,89.55,rb,201,4.045,89.55
17,"pitch/theta/X: 4.04, yaw/phi/Y: 89.55, roll/Z: 201.00",127.7961797742603,"pitch/theta/X: 4.04, yaw/phi/Y: 89.55, roll/Z: 201.00",128.63819082214897,"x: -0.09, y: 0.65, z: 21.83",-0.09387156909880415,0.6477138267817485,21.830597464838174,0.019133334752829634,0.8420110478886755,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rg,201,4.045,89.55,rg,201,4.045,89.55
18,"pitch/theta/X: 55.45, yaw/phi/Y: -37.35, roll/Z: 359.00",102.17793594404934,"pitch/theta/X: 55.45, yaw/phi/Y: -37.35, roll/Z: 359.00",102.48121446577625,"x: -0.07, y: 0.52, z: 17.43",-0.07493453146821126,0.5170482671306577,17.426635225165413,0.01920715714315191,0.3032785217269094,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rb,359,55.45,-37.35,rb,359,55.45,-37.35
19,"pitch/theta/X: 190.03, yaw/phi/Y: -85.95, roll/Z: 17.00",132.8200819115115,"pitch/theta/X: 190.03, yaw/phi/Y: -85.95, roll/Z: 17.00",131.56600802759255,"x: -0.09, y: 0.64, z: 21.67",-0.09318356647359143,0.6429666086677807,21.670596854323588,0.02043523774769057,-1.2540738839189487,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rb,17,190.031,-85.95,rb,17,190.031,-85.95
20,"pitch/theta/X: 20.06, yaw/phi/Y: -82.35, roll/Z: 189.00",135.1032439609501,"pitch/theta/X: 20.06, yaw/phi/Y: -82.35, roll/Z: 189.00",133.68517750457454,"x: -0.09, y: 0.64, z: 21.57",-0.09276412311026654,0.6400724494608392,21.5730518861085,0.020474359632507738,-1.4180664563755556,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rg,189,20.062,-82.35,rg,189,20.062,-82.35
21,"pitch/theta/X: 36.51, yaw/phi/Y: 85.05, roll/Z: 235.00",131.12831105065635,"pitch/theta/X: 36.51, yaw/phi/Y: 85.05, roll/Z: 235.00",132.09657997772916,"x: -0.10, y: 0.66, z: 22.11",-0.09505265230431097,0.6558633008997456,22.105267977746742,0.021162509696115134,0.9682689270728133,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rg,235,36.506,85.05,rg,235,36.506,85.05
22,"pitch/theta/X: 295.08, yaw/phi/Y: -80.55, roll/Z: 273.00",133.58958304539343,"pitch/theta/X: 295.08, yaw/phi/Y: -80.55, roll/Z: 273.00",132.69896455065663,"x: -0.09, y: 0.63, z: 21.40",-0.09200898066958187,0.6348619666201147,21.39743736501904,0.021766557775113216,-0.890618494736799,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rg,273,295.078,-80.55,rg,273,295.078,-80.55
23,"pitch/theta/X: 93.77, yaw/phi/Y: 57.15, roll/Z: 291.00",130.76298429759825,"pitch/theta/X: 93.77, yaw/phi/Y: 57.15, roll/Z: 291.00",131.8647635035993,"x: -0.09, y: 0.65, z: 21.76",-0.09358712729992293,0.6457511783694682,21.764448209284403,0.022634101468305384,1.101779206001055,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rg,291,93.766,57.15,rg,291,93.766,57.15
24,"pitch/theta/X: 36.51, yaw/phi/Y: 85.05, roll/Z: 235.00",130.72389391308585,"pitch/theta/X: 36.51, yaw/phi/Y: 85.05, roll/Z: 235.00",131.6474162727937,"x: -0.10, y: 0.66, z: 22.16",-0.09528367102421453,0.6574573300670803,22.158993261445243,0.02310310776222635,0.9235223597078459,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rb,235,36.506,85.05,rb,235,36.506,85.05
25,"pitch/theta/X: 210.09, yaw/phi/Y: -78.75, roll/Z: 1.00",129.6760795248658,"pitch/theta/X: 210.09, yaw/phi/Y: -78.75, roll/Z: 1.00",128.6317086892172,"x: -0.09, y: 0.64, z: 21.61",-0.09290634400970718,0.6410537736669795,21.606126513885393,0.025390540404301554,-1.044370835648607,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rg,1,210.093,-78.75,rg,1,210.093,-78.75
26,"pitch/theta/X: 174.01, yaw/phi/Y: 85.95, roll/Z: 10.00",130.57402824541282,"pitch/theta/X: 174.01, yaw/phi/Y: 85.95, roll/Z: 10.00",131.51060648906335,"x: -0.09, y: 0.65, z: 21.99",-0.09454946465502109,0.6523913061196455,21.988247594190955,0.02559092707304758,0.9365782436505299,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rg,10,174.014,85.95,rg,10,174.014,85.95
27,"pitch/theta/X: 347.60, yaw/phi/Y: -77.85, roll/Z: 221.00",132.57788372977964,"pitch/theta/X: 347.60, yaw/phi/Y: -77.85, roll/Z: 221.00",131.4395324446779,"x: -0.09, y: 0.63, z: 21.27",-0.0914400970718194,0.6309366697955539,21.26513885391149,0.026307946484345784,-1.1383512851017485,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rg,221,347.601,-77.85,rg,221,347.601,-77.85
28,"pitch/theta/X: 20.06, yaw/phi/Y: -82.35, roll/Z: 189.00",136.9578550218681,"pitch/theta/X: 20.06, yaw/phi/Y: -82.35, roll/Z: 189.00",135.64172406316646,"x: -0.09, y: 0.65, z: 21.81",-0.09378204934484152,0.6470961404794064,21.80977891740501,0.026647542919773698,-1.316130958701649,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rb,189,20.062,-82.35,rb,189,20.062,-82.35
29,"pitch/theta/X: 105.05, yaw/phi/Y: -84.15, roll/Z: 105.00",130.53102206360086,"pitch/theta/X: 105.05, yaw/phi/Y: -84.15, roll/Z: 105.00",129.16858812535864,"x: -0.09, y: 0.64, z: 21.67",-0.09319295160908748,0.6430313661027036,21.672779443973837,0.026981355539251767,-1.3624339382422193,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rb,105,105.047,-84.15,rb,105,105.047,-84.15
30,"pitch/theta/X: 105.05, yaw/phi/Y: -84.15, roll/Z: 104.00",130.71787775535785,"pitch/theta/X: 105.05, yaw/phi/Y: -84.15, roll/Z: 104.00",129.38482148580198,"x: -0.09, y: 0.64, z: 21.71",-0.0933496111785221,0.6441123171318024,21.709211901981885,0.02723417905066114,-1.3330562695558683,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rg,104,105.047,-84.15,rg,104,105.047,-84.15
31,"pitch/theta/X: 73.70, yaw/phi/Y: 49.95, roll/Z: 270.00",127.96142428724023,"pitch/theta/X: 73.70, yaw/phi/Y: 49.95, roll/Z: 270.00",128.99445654631805,"x: -0.09, y: 0.62, z: 20.76",-0.08925263856773277,0.615843206117356,20.756427573891344,0.027522094301656863,1.0330322590778138,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rb,270,73.703,49.95,rb,270,73.703,49.95
32,"pitch/theta/X: 226.54, yaw/phi/Y: 88.65, roll/Z: 63.00",128.45418108123638,"pitch/theta/X: 226.54, yaw/phi/Y: 88.65, roll/Z: 63.00",129.50299326052448,"x: -0.09, y: 0.65, z: 21.81",-0.09376977647534664,0.6470114576798918,21.806924761708522,0.02780853226480609,1.0488121792880918,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rb,63,226.537,88.65,rb,63,226.537,88.65
33,"pitch/theta/X: 226.54, yaw/phi/Y: 88.65, roll/Z: 62.00",128.5497148788169,"pitch/theta/X: 226.54, yaw/phi/Y: 88.65, roll/Z: 62.00",129.60785701112053,"x: -0.09, y: 0.65, z: 21.81",-0.09378421514534062,0.6471110845028503,21.810282591939682,0.02803328899811247,1.0581421323036295,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rg,62,226.537,88.65,rg,62,226.537,88.65
34,"pitch/theta/X: 73.70, yaw/phi/Y: 49.95, roll/Z: 269.00",126.06795613646374,"pitch/theta/X: 73.70, yaw/phi/Y: 49.95, roll/Z: 269.00",126.97845200840878,"x: -0.09, y: 0.62, z: 20.78",-0.08936598212718544,0.6166252766775795,20.78278654120592,0.029314613135973416,0.9104958719450451,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rg,269,73.703,49.95,rg,269,73.703,49.95
35,"pitch/theta/X: 174.01, yaw/phi/Y: 85.95, roll/Z: 9.00",130.59277126694684,"pitch/theta/X: 174.01, yaw/phi/Y: 85.95, roll/Z: 9.00",131.6244218167551,"x: -0.09, y: 0.65, z: 22.07",-0.09491331913886916,0.6549019020581971,22.072864916016087,0.02991705592433541,1.031650549808262,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rb,9,174.014,85.95,rb,9,174.014,85.95
36,"pitch/theta/X: 121.49, yaw/phi/Y: 83.25, roll/Z: 317.00",134.4809687095,"pitch/theta/X: 121.49, yaw/phi/Y: 83.25, roll/Z: 317.00",135.50241049206113,"x: -0.10, y: 0.67, z: 22.43",-0.09643226722223493,0.6653826438334209,22.426108656333707,0.03358079563118588,1.0214417825611406,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rg,317,121.491,83.25,rg,317,121.491,83.25
37,"pitch/theta/X: 72.58, yaw/phi/Y: -79.65, roll/Z: 138.00",130.1161511002001,"pitch/theta/X: 72.58, yaw/phi/Y: -79.65, roll/Z: 138.00",128.60213804842473,"x: -0.09, y: 0.64, z: 21.64",-0.09303629203965291,0.6419504150736051,21.636346985965798,0.034283503365336476,-1.514013051775379,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rb,138,72.585,-79.65,rb,138,72.585,-79.65
38,"pitch/theta/X: 262.62, yaw/phi/Y: -76.05, roll/Z: 306.00",132.18935452652778,"pitch/theta/X: 262.62, yaw/phi/Y: -76.05, roll/Z: 306.00",131.4689059642979,"x: -0.09, y: 0.63, z: 21.23",-0.0912841594358845,0.629860700107603,21.228874287415003,0.03484417061678327,-0.7204485622298762,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rg,306,262.616,-76.05,rg,306,262.616,-76.05
39,"pitch/theta/X: 68.97, yaw/phi/Y: 80.55, roll/Z: 267.00",131.56169764084214,"pitch/theta/X: 68.97, yaw/phi/Y: 80.55, roll/Z: 267.00",132.44182189479417,"x: -0.10, y: 0.67, z: 22.49",-0.09670732388562008,0.6672805348107785,22.49007532223723,0.034969018415925396,0.8801242539520331,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rg,267,68.967,80.55,rg,267,68.967,80.55
40,"pitch/theta/X: 72.58, yaw/phi/Y: -79.65, roll/Z: 138.00",130.08986789698642,"pitch/theta/X: 72.58, yaw/phi/Y: -79.65, roll/Z: 138.00",128.63523235359156,"x: -0.09, y: 0.64, z: 21.66",-0.09313736272961069,0.6426478028343138,21.659851797583887,0.035242638922415276,-1.4546355433948577,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rg,138,72.585,-79.65,rg,138,72.585,-79.65
41,"pitch/theta/X: 157.57, yaw/phi/Y: -81.45, roll/Z: 51.00",131.599281314661,"pitch/theta/X: 157.57, yaw/phi/Y: -81.45, roll/Z: 51.00",130.42271576129815,"x: -0.09, y: 0.65, z: 21.77",-0.09360228790341657,0.6458557865335742,21.76797393102711,0.03756268727895523,-1.176565553362849,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rg,51,157.57,-81.45,rg,51,157.57,-81.45
42,"pitch/theta/X: 152.83, yaw/phi/Y: -50.85, roll/Z: 44.00",115.01422315460884,"pitch/theta/X: 152.83, yaw/phi/Y: -50.85, roll/Z: 44.00",115.37538023160302,"x: -0.09, y: 0.61, z: 20.62",-0.08866715049947724,0.6118033384463929,20.620267558017964,0.03872148177931445,0.361157076994175,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rb,44,152.834,-50.85,rb,44,152.834,-50.85
43,"pitch/theta/X: 311.52, yaw/phi/Y: 86.85, roll/Z: 149.00",127.2746445548355,"pitch/theta/X: 311.52, yaw/phi/Y: 86.85, roll/Z: 149.00",128.34424998183187,"x: -0.09, y: 0.64, z: 21.60",-0.09286591573372406,0.640774818562696,21.596724589238157,0.038820266071630805,1.069605426996361,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rb,149,311.522,86.85,rb,149,311.522,86.85
44,"pitch/theta/X: 121.49, yaw/phi/Y: 83.25, roll/Z: 317.00",134.56932509414727,"pitch/theta/X: 121.49, yaw/phi/Y: 83.25, roll/Z: 317.00",135.73018051898583,"x: -0.10, y: 0.66, z: 22.41",-0.09636801514076175,0.664939304471256,22.41116631180506,0.03914611285060285,1.1608554248385587,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rb,317,121.491,83.25,rb,317,121.491,83.25
45,"pitch/theta/X: 311.52, yaw/phi/Y: 86.85, roll/Z: 149.00",127.20518512879309,"pitch/theta/X: 311.52, yaw/phi/Y: 86.85, roll/Z: 149.00",128.2670862402112,"x: -0.09, y: 0.64, z: 21.59",-0.09282404359074153,0.6404859007761167,21.586986881567803,0.03916327200184716,1.0619011114181092,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rg,149,311.522,86.85,rg,149,311.522,86.85
46,"pitch/theta/X: 315.14, yaw/phi/Y: -73.35, roll/Z: 253.00",130.18283553296433,"pitch/theta/X: 315.14, yaw/phi/Y: -73.35, roll/Z: 253.00",129.8704790115125,"x: -0.09, y: 0.63, z: 21.14",-0.09091741721803764,0.6273301788044597,21.143585399543642,0.03984753213335904,-0.31235652145184645,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15560462.png,rg,253,315.14,-73.35,rg,253,315.14,-73.35
0,"pitch/theta/X: 138.63, yaw/phi/Y: 40.95, roll/Z: 149.00",114.18241532123719,"pitch/theta/X: 138.63, yaw/phi/Y: 40.95, roll/Z: 149.00",113.33709402817101,"x: -0.04, y: 0.65, z: 20.83",-0.03582677596897424,0.6538386614337799,20.829520912194326,0.021436985255108065,-0.8453212930661778,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15563140.png,rb,149,138.626,40.95,rb,149,138.626,40.95
1,"pitch/theta/X: 275.02, yaw/phi/Y: -87.75, roll/Z: 288.00",131.68341500071458,"pitch/theta/X: 275.02, yaw/phi/Y: -87.75, roll/Z: 288.00",131.06394481041642,"x: -0.04, y: 0.68, z: 21.73",-0.03738246239830318,0.6822299387690332,21.73398976645534,0.021534235091998533,-0.6194701902981592,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15563140.png,rb,288,275.016,-87.75,rb,288,275.016,-87.75
2,"pitch/theta/X: 275.02, yaw/phi/Y: -87.75, roll/Z: 288.00",131.7433464489355,"pitch/theta/X: 275.02, yaw/phi/Y: -87.75, roll/Z: 288.00",131.16972132053579,"x: -0.04, y: 0.68, z: 21.74",-0.03738802783648003,0.6823315080157605,21.7372254863256,0.02183221046780584,-0.5736251283997262,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15563140.png,rg,288,275.016,-87.75,rg,288,275.016,-87.75
3,"pitch/theta/X: 55.45, yaw/phi/Y: -37.35, roll/Z: 354.00",101.65864680329292,"pitch/theta/X: 55.45, yaw/phi/Y: -37.35, roll/Z: 354.00",102.43137816765109,"x: -0.03, y: 0.55, z: 17.68",-0.030403988760130975,0.5548727948723903,17.67673765123894,0.02224588780437406,0.7727313643581653,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15563140.png,rb,354,55.45,-37.35,rb,354,55.45,-37.35
4,"pitch/theta/X: 0.00, yaw/phi/Y: -89.55, roll/Z: 201.00",138.40191516686534,"pitch/theta/X: 0.00, yaw/phi/Y: -89.55, roll/Z: 201.00",138.3079692806716,"x: -0.04, y: 0.68, z: 21.75",-0.03741028958918742,0.6827377850026705,21.750168365806644,0.02385755611142451,-0.09394588619372257,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15563140.png,rg,201,0.0,-89.55,rg,201,0.0,-89.55
5,"pitch/theta/X: 0.00, yaw/phi/Y: -89.55, roll/Z: 201.00",138.33409204917604,"pitch/theta/X: 0.00, yaw/phi/Y: -89.55, roll/Z: 201.00",138.27459011813318,"x: -0.04, y: 0.68, z: 21.75",-0.03740589582220571,0.6826575987552542,21.7476138501196,0.02401712478182072,-0.059501931042859724,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15563140.png,rb,201,0.0,-89.55,rb,201,0.0,-89.55
6,"pitch/theta/X: 93.77, yaw/phi/Y: 57.15, roll/Z: 286.00",130.65241210773345,"pitch/theta/X: 93.77, yaw/phi/Y: 57.15, roll/Z: 286.00",131.0142343012048,"x: -0.04, y: 0.69, z: 22.08",-0.037972105927250484,0.6929909331723214,22.07680577165726,0.02477261933494962,0.36182219347134037,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15563140.png,rg,286,93.766,57.15,rg,286,93.766,57.15
7,"pitch/theta/X: 295.08, yaw/phi/Y: -80.55, roll/Z: 271.00",133.06143725756732,"pitch/theta/X: 295.08, yaw/phi/Y: -80.55, roll/Z: 271.00",132.70945290931977,"x: -0.04, y: 0.68, z: 21.70",-0.03733178761911397,0.6813051240488299,21.704527685531378,0.026540549066525893,-0.3519843482475551,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15563140.png,rg,271,295.078,-80.55,rg,271,295.078,-80.55
8,"pitch/theta/X: 242.55, yaw/phi/Y: -83.25, roll/Z: 322.00",131.19110065568228,"pitch/theta/X: 242.55, yaw/phi/Y: -83.25, roll/Z: 322.00",130.7025646338044,"x: -0.04, y: 0.68, z: 21.80",-0.0375028516136024,0.6844270419482439,21.80398349628047,0.026847848403394242,-0.48853602187787715,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15563140.png,rg,322,242.554,-83.25,rg,322,242.554,-83.25
9,"pitch/theta/X: 327.54, yaw/phi/Y: -85.05, roll/Z: 236.00",132.7481738258615,"pitch/theta/X: 327.54, yaw/phi/Y: -85.05, roll/Z: 236.00",132.11818400642025,"x: -0.04, y: 0.68, z: 21.74",-0.037390957014467846,0.6823849655140382,21.738928496783632,0.026947882127703604,-0.6299898194412492,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15563140.png,rg,236,327.539,-85.05,rg,236,327.539,-85.05
10,"pitch/theta/X: 52.52, yaw/phi/Y: -86.85, roll/Z: 151.00",135.6472369313076,"pitch/theta/X: 52.52, yaw/phi/Y: -86.85, roll/Z: 151.00",134.8685324476984,"x: -0.04, y: 0.69, z: 21.87",-0.03762031165091381,0.6865706876291771,21.87227421564757,0.027442279999061903,-0.7787044836091752,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15563140.png,rg,151,52.523,-86.85,rg,151,52.523,-86.85
11,"pitch/theta/X: 52.52, yaw/phi/Y: -86.85, roll/Z: 152.00",135.15890315557337,"pitch/theta/X: 52.52, yaw/phi/Y: -86.85, roll/Z: 152.00",134.23914175031553,"x: -0.04, y: 0.69, z: 21.86",-0.03760039324059667,0.6862071766408891,21.86069374453295,0.02744710601640621,-0.9197614052578444,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15563140.png,rb,152,52.523,-86.85,rb,152,52.523,-86.85
