ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
952,0.001,0.000,0.002,0.000,base.py:73(_validate_set_axis)
2996,0.001,0.000,0.002,0.000,managers.py:169(blknos)
2994,0.001,0.000,0.001,0.000,managers.py:185(blklocs)
952,0.001,0.000,0.003,0.000,managers.py:225(set_axis)
1,0.000,0.000,0.000,0.000,managers.py:230(is_single_block)
2060,0.001,0.000,0.001,0.000,managers.py:235(items)
1,0.000,0.000,0.000,0.000,managers.py:279(<listcomp>)
1,0.000,0.000,0.000,0.000,managers.py:278(get_dtypes)
74,0.000,0.000,0.000,0.000,managers.py:335(<dictcomp>)
74,0.003,0.000,0.050,0.001,managers.py:308(apply)
1,0.000,0.000,0.000,0.000,managers.py:422(convert)
73,0.000,0.000,0.050,0.001,managers.py:433(to_native_types)
222,0.000,0.000,0.000,0.000,managers.py:896(__init__)
74,0.000,0.000,0.000,0.000,managers.py:931(from_blocks)
365,0.002,0.000,0.003,0.000,managers.py:991(iget)
1460,0.001,0.000,0.003,0.000,managers.py:1005(iget_values)
1,0.000,0.000,0.000,0.000,managers.py:1107(value_getitem)
1,0.000,0.000,0.000,0.000,managers.py:1045(iset)
1,0.000,0.000,0.000,0.000,managers.py:1197(_iset_split_block)
13416,0.005,0.000,0.007,0.000,managers.py:1351(<genexpr>)
1168,0.007,0.000,0.192,0.000,managers.py:1311(insert)
1168,0.005,0.000,0.010,0.000,managers.py:1361(_insert_update_mgr_locs)
1168,0.004,0.000,0.019,0.000,managers.py:1371(_insert_update_blklocs_and_blknos)
74,0.000,0.000,0.001,0.000,managers.py:1726(is_consolidated)
72,0.001,0.000,0.001,0.000,managers.py:1740(<listcomp>)
74,0.000,0.000,0.001,0.000,managers.py:1734(_consolidate_check)
74,0.000,0.000,0.012,0.000,managers.py:1744(_consolidate_inplace)
1316,0.001,0.000,0.001,0.000,managers.py:1799(__init__)
951,0.003,0.000,0.009,0.000,managers.py:1825(from_array)
1,0.000,0.000,0.000,0.000,managers.py:1837(to_2d_mgr)
1315,0.000,0.000,0.000,0.000,managers.py:1902(_block)
803,0.001,0.000,0.001,0.000,managers.py:1949(dtype)
2036,0.002,0.000,0.002,0.000,managers.py:1960(internal_values)
1,0.000,0.000,0.000,0.000,managers.py:2042(create_block_manager_from_blocks)
73,0.000,0.000,0.018,0.000,managers.py:2068(create_block_manager_from_column_arrays)
292,0.000,0.000,0.000,0.000,managers.py:2124(_grouping_func)
73,0.002,0.000,0.006,0.000,managers.py:2137(_form_blocks)
289,0.001,0.000,0.001,0.000,managers.py:2194(_stack_arrays)
576,0.000,0.000,0.003,0.000,managers.py:2212(<lambda>)
72,0.000,0.000,0.009,0.000,managers.py:2207(_consolidate)
144,0.000,0.000,0.000,0.000,managers.py:2233(<listcomp>)
144,0.000,0.000,0.000,0.000,managers.py:2242(<listcomp>)
144,0.002,0.000,0.005,0.000,managers.py:2224(_merge_blocks)
1168,0.004,0.000,0.005,0.000,managers.py:2259(_fast_count_smallints)
73,0.000,0.000,0.026,0.000,construction.py:96(arrays_to_mgr)
1,0.000,0.000,0.000,0.000,construction.py:196(mgr_to_mgr)
1,0.000,0.000,0.000,0.000,construction.py:237(ndarray_to_mgr)
1,0.000,0.000,0.000,0.000,construction.py:405(_check_values_indices_shape_match)
1,0.000,0.000,0.000,0.000,construction.py:585(_ensure_2d)
73,0.001,0.000,0.005,0.000,construction.py:596(_homogenize)
72,0.001,0.000,0.002,0.000,construction.py:638(_extract_index)
73,0.000,0.000,0.000,0.000,construction.py:697(reorder_arrays)
1,0.000,0.000,0.000,0.000,construction.py:742(_get_axes)
73,0.000,0.000,0.006,0.000,construction.py:793(to_arrays)
72,0.000,0.000,0.001,0.000,construction.py:849(_list_to_arrays)
72,0.001,0.000,0.005,0.000,construction.py:928(_finalize_columns_and_data)
72,0.000,0.000,0.000,0.000,construction.py:950(_validate_or_indexify_columns)
288,0.001,0.000,0.004,0.000,construction.py:1028(convert)
72,0.000,0.000,0.004,0.000,construction.py:1068(<listcomp>)
72,0.000,0.000,0.004,0.000,construction.py:1006(convert_object_array)
73,0.000,0.000,0.000,0.000,format.py:425(__init__)
73,0.000,0.000,0.001,0.000,format.py:479(get_adjustment)
73,0.001,0.000,0.004,0.000,format.py:564(__init__)
73,0.000,0.000,0.000,0.000,format.py:633(is_truncated_horizontally)
73,0.000,0.000,0.000,0.000,format.py:637(is_truncated_vertically)
73,0.000,0.000,0.000,0.000,format.py:665(_initialize_sparsify)
73,0.000,0.000,0.000,0.000,format.py:670(_initialize_formatters)
73,0.000,0.000,0.001,0.000,format.py:683(_initialize_justify)
73,0.000,0.000,0.000,0.000,format.py:689(_initialize_columns)
73,0.000,0.000,0.000,0.000,format.py:697(_initialize_colspace)
73,0.000,0.000,0.000,0.000,format.py:721(_calc_max_cols_fitted)
73,0.000,0.000,0.000,0.000,format.py:732(_calc_max_rows_fitted)
73,0.000,0.000,0.000,0.000,format.py:751(_adjust_max_rows)
146,0.000,0.000,0.000,0.000,format.py:765(_is_in_terminal)
73,0.000,0.000,0.000,0.000,format.py:789(truncate)
73,0.000,0.000,0.000,0.000,format.py:1023(__init__)
73,0.001,0.000,0.139,0.002,format.py:1103(to_csv)
73,0.000,0.000,0.016,0.000,common.py:121(close)
73,0.000,0.000,0.000,0.000,common.py:138(__enter__)
73,0.000,0.000,0.016,0.000,common.py:141(__exit__)
73,0.000,0.000,0.001,0.000,common.py:145(is_url)
219,0.000,0.000,0.001,0.000,common.py:173(_expand_user)
146,0.000,0.000,0.001,0.000,common.py:233(stringify_path)
73,0.000,0.000,0.000,0.000,common.py:277(is_fsspec_url)
73,0.001,0.000,0.005,0.000,common.py:289(_get_filepath_or_buffer)
73,0.000,0.000,0.000,0.000,common.py:503(get_compression_method)
73,0.001,0.000,0.001,0.000,common.py:538(infer_compression)
73,0.000,0.000,0.004,0.000,common.py:593(check_parent_directory)
73,0.001,0.000,0.015,0.000,common.py:652(get_handle)
73,0.000,0.000,0.000,0.000,common.py:1107(_maybe_memory_map)
146,0.000,0.000,0.001,0.000,common.py:1155(_is_binary_mode)
1,0.000,0.000,0.000,0.000,common.py:1176(_get_binary_io_classes)
73,0.000,0.000,0.000,0.000,<string>:2(__init__)
951,0.009,0.000,0.061,0.000,series.py:371(__init__)
949,0.000,0.000,0.000,0.000,series.py:577(_constructor)
1,0.000,0.000,0.000,0.000,series.py:601(_expanddim_from_mgr)
1,0.000,0.000,0.000,0.000,series.py:612(_constructor_expanddim_from_mgr)
803,0.000,0.000,0.001,0.000,series.py:626(dtype)
1974,0.001,0.000,0.002,0.000,series.py:653(name)
1097,0.002,0.000,0.005,0.000,series.py:703(name)
2036,0.001,0.000,0.003,0.000,series.py:750(_values)
818,0.000,0.000,0.002,0.000,series.py:821(__len__)
365,0.000,0.000,0.001,0.000,series.py:1372(_set_as_cached)
951,0.000,0.000,0.000,0.000,series.py:1381(_clear_item_cache)
1,0.000,0.000,0.000,0.000,series.py:1967(to_frame)
803,0.002,0.000,0.108,0.000,series.py:4625(apply)
73,0.000,0.000,0.009,0.000,series.py:5795(_cmp_method)
73,0.000,0.000,0.011,0.000,series.py:5818(_arith_method)
73,0.000,0.000,0.000,0.000,series.py:5822(_align_for_op)
146,0.001,0.000,0.012,0.000,series.py:5886(_construct_result)
1,0.000,0.000,0.001,0.001,_monitor.py:30(__init__)
1,0.000,0.000,0.000,0.000,std.py:98(<listcomp>)
1,0.000,0.000,0.018,0.018,std.py:90(__init__)
77,0.000,0.000,0.001,0.000,std.py:102(acquire)
77,0.000,0.000,0.000,0.000,std.py:106(release)
4,0.000,0.000,0.000,0.000,std.py:110(__enter__)
4,0.000,0.000,0.000,0.000,std.py:113(__exit__)
1,0.000,0.000,0.018,0.018,std.py:116(create_mp_lock)
74,0.000,0.000,0.000,0.000,std.py:153(__init__)
148,0.000,0.000,0.000,0.000,std.py:163(colour)
74,0.000,0.000,0.000,0.000,std.py:167(colour)
74,0.000,0.000,0.000,0.000,std.py:186(__format__)
3,0.000,0.000,0.000,0.000,std.py:226(__init__)
433,0.000,0.000,0.000,0.000,std.py:231(__call__)
147,0.000,0.000,0.001,0.000,std.py:400(format_interval)
74,0.000,0.000,0.001,0.000,std.py:454(fp_write)
74,0.000,0.000,0.004,0.000,std.py:460(print_status)
1,0.000,0.000,0.000,0.000,std.py:441(status_printer)
74,0.002,0.000,0.005,0.000,std.py:467(format_meter)
1,0.000,0.000,0.019,0.019,std.py:666(__new__)
1,0.000,0.000,0.000,0.000,std.py:685(<setcomp>)
1,0.000,0.000,0.000,0.000,std.py:682(_get_free_pos)
1,0.000,0.000,0.000,0.000,std.py:689(_decr_instances)
1,0.000,0.000,0.018,0.018,std.py:763(get_lock)
1,0.000,0.000,0.001,0.001,std.py:953(__init__)
1,0.000,0.000,0.000,0.000,std.py:1148(__del__)
74,0.000,0.000,0.006,0.000,std.py:1151(__str__)
2,0.000,0.000,0.000,0.000,std.py:1154(_comparable)
2,0.000,0.000,0.000,0.000,std.py:1158(__hash__)
110,0.000,0.000,0.013,0.000,std.py:1161(__iter__)
72,0.001,0.000,0.012,0.000,std.py:1199(update)
2,0.000,0.000,0.000,0.000,std.py:1287(fp_write)
1,0.000,0.000,0.000,0.000,std.py:1302(<lambda>)
2,0.000,0.000,0.000,0.000,std.py:1266(close)
73,0.000,0.000,0.012,0.000,std.py:1326(refresh)
74,0.000,0.000,0.001,0.000,std.py:1447(format_dict)
74,0.000,0.000,0.010,0.000,std.py:1465(display)
1,0.000,0.000,0.000,0.000,image_service.py:15(__init__)
74,0.000,0.000,0.000,0.000,utils.py:107(__init__)
74,0.000,0.000,0.000,0.000,utils.py:111(__format__)
1,0.000,0.000,0.000,0.000,utils.py:124(__eq__)
2,0.000,0.000,0.000,0.000,utils.py:138(__getattr__)
3,0.000,0.000,0.000,0.000,utils.py:151(wrapper_setattr)
1,0.000,0.000,0.000,0.000,utils.py:155(__init__)
150,0.000,0.000,0.001,0.000,utils.py:193(inner)
2,0.000,0.000,0.000,0.000,utils.py:186(disable_on_exception)
1,0.000,0.000,0.000,0.000,utils.py:212(__init__)
2,0.000,0.000,0.000,0.000,utils.py:221(__eq__)
1,0.000,0.000,0.000,0.000,utils.py:251(_is_utf)
1,0.000,0.000,0.000,0.000,utils.py:265(_supports_unicode)
148,0.000,0.000,0.001,0.000,utils.py:272(_is_ascii)
1,0.000,0.000,0.000,0.000,utils.py:281(_screen_shape_wrapper)
1,0.000,0.000,0.000,0.000,utils.py:346(<listcomp>)
1,0.000,0.000,0.000,0.000,utils.py:332(_screen_shape_linux)
5090,0.001,0.000,0.002,0.000,utils.py:374(<genexpr>)
74,0.000,0.000,0.003,0.000,utils.py:373(_text_width)
74,0.000,0.000,0.003,0.000,utils.py:377(disp_len)
3878,0.009,0.000,10.684,0.003,image_service.py:18(get_image)
74,0.001,0.000,0.360,0.005,image_service.py:32(get_raw_images_from_directory_generator)
1,0.000,0.000,0.000,0.000,image_service.py:68(get_files_from_directory)
1,0.000,0.000,0.000,0.000,object_service.py:14(__init__)
5,0.000,0.000,0.000,0.000,service_interface.py:11(__init__)
73,0.003,0.000,1.434,0.020,object_service.py:18(get_object)
73,0.000,0.000,0.000,0.000,object.py:63(__init__)
73,0.005,0.000,1.217,0.017,object.py:91(__init__)
5544,0.001,0.000,0.001,0.000,object.py:105(get_rotation)
73,0.005,0.000,0.147,0.002,object.py:114(__preprocess_image)
73,0.000,0.000,0.003,0.000,object.py:182(__simplify_contours)
73,0.078,0.001,0.279,0.004,object.py:194(<listcomp>)
73,0.003,0.000,0.054,0.001,object.py:197(<listcomp>)
73,0.054,0.001,1.061,0.015,object.py:190(__detect_contours)
73,0.001,0.000,0.003,0.000,object.py:268(__set_bounding_box)
65865,0.014,0.000,0.014,0.000,object.py:288(get_contour)
9240,0.002,0.000,0.002,0.000,object.py:291(get_moments)
365,0.000,0.000,0.000,0.000,moments.py:13(__init__)
1,0.000,0.000,0.001,0.001,rcmod.py:82(set_theme)
1,0.000,0.000,0.001,0.001,rcmod.py:126(set)
1,0.000,0.000,0.000,0.000,rcmod.py:290(<dictcomp>)
1,0.000,0.000,0.000,0.000,rcmod.py:294(<dictcomp>)
1,0.000,0.000,0.000,0.000,rcmod.py:146(axes_style)
1,0.000,0.000,0.000,0.000,rcmod.py:303(set_style)
2,0.000,0.000,0.000,0.000,rcmod.py:418(<dictcomp>)
2,0.000,0.000,0.000,0.000,rcmod.py:422(<dictcomp>)
2,0.000,0.000,0.000,0.000,rcmod.py:335(plotting_context)
2,0.000,0.000,0.000,0.000,rcmod.py:436(set_context)
1,0.000,0.000,0.001,0.001,rcmod.py:502(set_palette)
1,0.000,0.000,0.000,0.000,palettes.py:246(<listcomp>)
1,0.000,0.000,0.000,0.000,palettes.py:122(color_palette)
1,0.000,0.000,0.000,0.000,palettes.py:799(set_color_codes)
1,0.000,0.000,0.000,0.000,{built-in method fcntl.ioctl}
77,0.000,0.000,0.000,0.000,{method 'acquire' of '_multiprocessing.SemLock' objects}
77,0.000,0.000,0.000,0.000,{method 'release' of '_multiprocessing.SemLock' objects}
73,0.000,0.000,0.000,0.000,moments.py:28(__init__)
1921,0.001,0.000,0.001,0.000,moments.py:38(as_tuple)
73,0.001,0.000,0.002,0.000,queue.py:34(__init__)
1921,0.006,0.000,0.009,0.000,queue.py:97(empty)
58400,0.094,0.000,0.282,0.000,queue.py:122(put)
1921,0.009,0.000,0.029,0.000,queue.py:154(get)
73,0.000,0.000,0.000,0.000,queue.py:229(_init)
3842,0.002,0.000,0.003,0.000,queue.py:232(_qsize)
58400,0.016,0.000,0.035,0.000,queue.py:235(_put)
1921,0.001,0.000,0.007,0.000,queue.py:238(_get)
73,0.000,0.000,0.003,0.000,moments.py:53(__init__)
73,0.001,0.000,0.002,0.000,moments.py:57(__set_coordinates)
9313,0.002,0.000,0.002,0.000,moments.py:64(get_coordinates)
3696,0.006,0.000,0.006,0.000,pose.py:20(__str__)
3696,0.002,0.000,0.002,0.000,pose.py:38(set_roll)
1848,0.004,0.000,0.005,0.000,pose.py:60(__init__)
1848,0.002,0.000,0.002,0.000,pose.py:68(__str__)
1,0.000,0.000,0.000,0.000,tracker.py:21(__init__)
1,0.006,0.006,55.865,55.865,tracker.py:27(estimate_poses)
2,0.000,0.000,0.000,0.000,wiring.py:102(get_callables_from_module)
1,0.000,0.000,0.000,0.000,wiring.py:108(get_callable)
18,0.000,0.000,0.000,0.000,wiring.py:111(has_callable)
1,0.000,0.000,0.000,0.000,wiring.py:161(is_in_module)
3,0.000,0.000,0.000,0.000,wiring.py:166(add_injection)
1,0.000,0.000,0.000,0.000,wiring.py:205(__init__)
3,0.000,0.000,0.000,0.000,wiring.py:216(resolve_provider)
3,0.000,0.000,0.000,0.000,wiring.py:326(_resolve_provider)
1,0.000,0.000,0.000,0.000,wiring.py:335(_create_providers_map)
23,0.000,0.000,0.000,0.000,wiring.py:365(is_excluded)
23,0.000,0.000,0.000,0.000,wiring.py:375(_is_werkzeug_local_proxy)
23,0.000,0.000,0.000,0.000,wiring.py:378(_is_starlette_request_cls)
23,0.000,0.000,0.000,0.000,wiring.py:383(_is_builtin)
1,0.000,0.000,0.002,0.002,wiring.py:387(wire)
3,0.000,0.000,0.000,0.000,wiring.py:464(_patch_fn)
15,0.000,0.000,0.001,0.000,wiring.py:481(_patch_method)
18,0.000,0.000,0.001,0.000,wiring.py:551(_fetch_reference_injections)
1,0.000,0.000,0.000,0.000,wiring.py:612(_bind_injections)
187,0.000,0.000,0.000,0.000,wiring.py:658(_is_method)
210,0.000,0.000,0.000,0.000,wiring.py:662(_is_marker)
25,0.000,0.000,0.000,0.000,wiring.py:688(_is_fastapi_depends)
18,0.000,0.000,0.000,0.000,wiring.py:692(_is_patched)
73,0.000,0.000,0.000,0.000,csvs.py:207(_has_aliases)
3696,8.671,0.002,8.967,0.002,contour_service.py:23(custom_uniform_interpolation)
1848,0.012,0.000,0.019,0.000,contour_service.py:76(get_translation)
1848,4.536,0.002,37.248,0.020,contour_service.py:102(calculate_roll)
1,0.000,0.000,0.000,0.000,contour_service.py:179(__init__)
1848,0.000,0.000,0.000,0.000,contour_service.py:245(<lambda>)
1848,0.000,0.000,0.000,0.000,contour_service.py:246(<lambda>)
1848,0.000,0.000,0.000,0.000,contour_service.py:247(<lambda>)
1848,0.000,0.000,0.000,0.000,contour_service.py:257(<lambda>)
1848,0.000,0.000,0.000,0.000,contour_service.py:258(<lambda>)
1848,0.000,0.000,0.000,0.000,contour_service.py:259(<lambda>)
1848,0.000,0.000,0.000,0.000,contour_service.py:260(<lambda>)
1848,0.000,0.000,0.000,0.000,contour_service.py:262(<lambda>)
1848,0.000,0.000,0.000,0.000,contour_service.py:263(<lambda>)
1848,0.000,0.000,0.000,0.000,contour_service.py:264(<lambda>)
1848,0.000,0.000,0.000,0.000,contour_service.py:265(<lambda>)
73,0.140,0.002,55.498,0.760,contour_service.py:185(get_best_match)
73,0.000,0.000,0.098,0.001,csvs.py:268(_save)
73,0.001,0.000,0.130,0.002,csvs.py:242(save)
73,0.000,0.000,0.004,0.000,csvs.py:317(<listcomp>)
73,0.001,0.000,0.097,0.001,csvs.py:301(_save_body)
73,0.001,0.000,0.095,0.001,csvs.py:311(_save_chunk)
73,0.000,0.000,0.000,0.000,csvs.py:211(_need_to_save_header)
219,0.000,0.000,0.001,0.000,csvs.py:175(_number_format)
73,0.000,0.000,0.000,0.000,csvs.py:186(data_index)
73,0.000,0.000,0.000,0.000,csvs.py:200(nlevels)
73,0.000,0.000,0.000,0.000,csvs.py:137(_get_index_label_flat)
73,0.000,0.000,0.000,0.000,csvs.py:141(_initialize_quotechar)
73,0.000,0.000,0.004,0.000,csvs.py:151(_initialize_columns)
73,0.000,0.000,0.000,0.000,csvs.py:147(has_mi_columns)
73,0.000,0.000,0.000,0.000,csvs.py:170(_initialize_chunksize)
146,0.000,0.000,0.000,0.000,csvs.py:111(header)
73,0.000,0.000,0.000,0.000,csvs.py:119(_initialize_index_label)
73,0.000,0.000,0.000,0.000,csvs.py:128(_get_index_label_from_obj)
219,0.000,0.000,0.000,0.000,csvs.py:103(float_format)
73,0.000,0.000,0.005,0.000,csvs.py:57(__init__)
219,0.000,0.000,0.000,0.000,csvs.py:107(decimal)
73,0.000,0.000,0.000,0.000,csvs.py:115(index)
219,0.000,0.000,0.000,0.000,csvs.py:99(na_rep)
1,0.000,0.000,0.000,0.000,__init__.py:22(<listcomp>)
38,0.000,0.000,0.000,0.000,__init__.py:23(<genexpr>)
1,0.000,0.000,0.003,0.003,__init__.py:15(<module>)
1,0.000,0.000,0.000,0.000,context.py:14(ProcessError)
1,0.000,0.000,0.000,0.000,context.py:17(BufferTooShort)
1,0.000,0.000,0.000,0.000,context.py:20(TimeoutError)
1,0.000,0.000,0.000,0.000,context.py:23(AuthenticationError)
1,0.000,0.000,0.014,0.014,context.py:70(RLock)
1,0.000,0.000,0.000,0.000,context.py:197(get_start_method)
1,0.000,0.000,0.000,0.000,context.py:203(reducer)
1,0.000,0.000,0.000,0.000,context.py:30(BaseContext)
1,0.000,0.000,0.000,0.000,context.py:220(Process)
1,0.000,0.000,0.000,0.000,context.py:229(__init__)
1,0.000,0.000,0.000,0.000,context.py:233(get_context)
1,0.000,0.000,0.000,0.000,context.py:226(DefaultContext)
1,0.000,0.000,0.000,0.000,context.py:272(ForkProcess)
1,0.000,0.000,0.000,0.000,context.py:279(SpawnProcess)
1,0.000,0.000,0.000,0.000,context.py:286(ForkServerProcess)
1,0.000,0.000,0.000,0.000,context.py:293(ForkContext)
1,0.000,0.000,0.000,0.000,context.py:297(SpawnContext)
1,0.000,0.000,0.000,0.000,context.py:301(ForkServerContext)
1,0.000,0.000,0.002,0.002,context.py:1(<module>)
1,0.000,0.000,0.000,0.000,process.py:37(current_process)
1,0.000,0.000,0.000,0.000,process.py:71(BaseProcess)
1,0.000,0.000,0.000,0.000,process.py:343(AuthenticationString)
1,0.000,0.000,0.000,0.000,process.py:358(_ParentProcess)
1,0.000,0.000,0.000,0.000,process.py:393(__init__)
1,0.000,0.000,0.000,0.000,process.py:391(_MainProcess)
1,0.000,0.000,0.000,0.000,process.py:10(<module>)
5,0.000,0.000,0.000,0.000,reduction.py:43(register)
1,0.000,0.000,0.000,0.000,reduction.py:33(ForkingPickler)
1,0.000,0.000,0.000,0.000,reduction.py:211(_C)
1,0.000,0.000,0.000,0.000,reduction.py:251(AbstractReducer)
1,0.000,0.000,0.000,0.000,reduction.py:10(<module>)
1,0.000,0.000,0.008,0.008,synchronize.py:50(__init__)
1,0.000,0.000,0.000,0.000,synchronize.py:90(_make_methods)
1,0.000,0.000,0.000,0.000,synchronize.py:114(_make_name)
1,0.000,0.000,0.000,0.000,synchronize.py:46(SemLock)
1,0.000,0.000,0.000,0.000,synchronize.py:123(Semaphore)
1,0.000,0.000,0.000,0.000,synchronize.py:142(BoundedSemaphore)
1,0.000,0.000,0.000,0.000,synchronize.py:159(Lock)
1,0.000,0.000,0.008,0.008,synchronize.py:186(__init__)
1,0.000,0.000,0.000,0.000,synchronize.py:184(RLock)
1,0.000,0.000,0.000,0.000,synchronize.py:210(Condition)
1,0.000,0.000,0.000,0.000,synchronize.py:321(Event)
1,0.000,0.000,0.000,0.000,synchronize.py:360(Barrier)
1,0.000,0.000,0.005,0.005,synchronize.py:10(<module>)
1,0.000,0.000,0.000,0.000,util.py:48(debug)
1,0.000,0.000,0.000,0.000,util.py:108(_platform_supports_abstract_sockets)
1,0.000,0.000,0.000,0.000,util.py:171(register_after_fork)
1,0.000,0.000,0.000,0.000,util.py:186(__init__)
1,0.000,0.000,0.000,0.000,util.py:182(Finalize)
1,0.000,0.000,0.000,0.000,util.py:368(ForkAwareThreadLock)
1,0.000,0.000,0.000,0.000,util.py:385(ForkAwareLocal)
1,0.000,0.000,0.002,0.002,util.py:447(spawnv_passfds)
1,0.000,0.000,0.000,0.000,util.py:10(<module>)
1,0.000,0.000,0.000,0.000,resource_tracker.py:48(__init__)
1,0.000,0.000,0.002,0.002,resource_tracker.py:70(ensure_running)
1,0.000,0.000,0.003,0.003,resource_tracker.py:145(register)
1,0.000,0.000,0.003,0.003,resource_tracker.py:153(_send)
1,0.000,0.000,0.000,0.000,resource_tracker.py:46(ResourceTracker)
1,0.000,0.000,0.004,0.004,resource_tracker.py:18(<module>)
1,0.000,0.000,0.000,0.000,spawn.py:45(get_executable)
1,0.000,0.000,0.000,0.000,spawn.py:11(<module>)
1,0.000,0.000,0.000,0.000,csvs.py:54(CSVFormatter)
1,0.000,0.000,0.000,0.000,csvs.py:1(<module>)
1,0.000,0.000,0.000,0.000,{method '__deepcopy__' of 'dependency_injector.providers.Self' objects}
1,0.000,0.000,0.000,0.000,{method '__deepcopy__' of 'dependency_injector.providers.Configuration' objects}
1,0.001,0.001,0.001,0.001,{method 'from_dict' of 'dependency_injector.providers.Configuration' objects}
5,0.000,0.000,0.000,0.000,{method '__deepcopy__' of 'dependency_injector.providers.BaseSingleton' objects}


